,,,,,,,,,,,,,,,
Date,Day,High / Low,High / Low,Start Point,End point,ADR Model,Broken/Intact ADR,ODR Model,Broken/Intact ODR,RDR Model,Srart Point with session,End Point with session,Model Combinations,,
05/08/2019,Monday,Low TRN,High RDR,Med Max Red,Min Med Green,DX,Broken,DXP,Broken,D,TRN Med Max Red,RDR Min Med Green,DX - DXP - D,,
06/08/2019,Tuesday,High ODR,Low RDR,Med Max Green,Med Max Red,DXP,Intact,UXP,Broken,DXP,ODR Med Max Green,RDR Med Max Red,DXP - UXP - DXP,,
07/08/2019,Wednesday,High ODR,Low RDR,Min Med Green,Max+ Red,DXP,Broken,UX,Intact,DXP,ODR Min Med Green,RDR Max+ Red,DXP - UX - DXP,,
08/08/2019,Thursday,Low ODR,High RDR,Min Med Red,Min Med Green,UX,Broken,UXP,Broken,DXP,ODR Min Med Red,RDR Min Med Green,UX - UXP - DXP,,
09/08/2019,Friday,Low ODR,High RDR,Zero Min Red,Max+ Green,UXP,Broken,DXP,Intact,UXP,ODR Zero Min Red,RDR Max+ Green,UXP - DXP - UXP,,
12/08/2019,Monday,Low ODR,High RDR,Med Max Red,Med Max Green,RC,Broken,UXP,Broken,UXP,ODR Med Max Red,RDR Med Max Green,RC - UXP - UXP,,
13/08/2019,Tuesday,Low ODR,High RDR,Zero Min Red,Max+ Green,RC,Broken,DXP,Broken,U,ODR Zero Min Red,RDR Max+ Green,RC - DXP - U,,
14/08/2019,Wednesday,High ODR,Low RDR,Zero Min Green,Max+ Red,RC,Intact,DXP,Intact,DXP,ODR Zero Min Green,RDR Max+ Red,RC - DXP - DXP,,
15/08/2019,Thursday,High ODR,Low ODR,Zero Min Green,Med Max Red,DX,Broken,UXP,Intact,DXP,ODR Zero Min Green,ODR Med Max Red,DX - UXP - DXP,,
16/08/2019,Friday,High ODR,Low TRN,Med Max Green,Med Max Red,RC,Broken,UXP,Intact,DXP,ODR Med Max Green,TRN Med Max Red,RC - UXP - DXP,,
19/08/2019,Monday,Low ODR,High RDR,Min Med Red,Med Max Green,UXP,Broken,UXP,Broken,RX,ODR Min Med Red,RDR Med Max Green,UXP - UXP - RX,,
20/08/2019,Tuesday,High ODR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,UXP,Broken,DXP,ODR Min Med Green,RDR Med Max Red,UXP - UXP - DXP,,
21/08/2019,Wednesday,High RDR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,UXP,Broken,UXP,RDR Min Med Green,RDR Med Max Red,UXP - UXP - UXP,,
22/08/2019,Thursday,High TRN,Low RDR,Min Med Green,Med Max Red,DXP,Broken,DXP,Broken,RX,TRN Min Med Green,RDR Med Max Red,DXP - DXP - RX,,
23/08/2019,Friday,High ODR,Low RDR,Zero Min Green,Max+ Red,RC,Broken,D,Intact,DXP,ODR Zero Min Green,RDR Max+ Red,RC - D - DXP,,
26/08/2019,Monday,High RDR,Low RDR,Med Max Green,Zero Min Red,DXP,Intact,UXP,Broken,UXP,RDR Med Max Green,RDR Zero Min Red,DXP - UXP - UXP,,
27/08/2019,Tuesday,Low RDR,High RDR,Zero Min Red,Med Max Green,DXP,Broken,RX,Broken,UXP,RDR Zero Min Red,RDR Med Max Green,DXP - RX - UXP,,
28/08/2019,Wednesday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,DX,Broken,UXP,ODR Zero Min Red,RDR Med Max Green,UXP - DX - UXP,,
29/08/2019,Thursday,Low ODR,High RDR,Zero Min Red,Min Med Green,DXP,Broken,RX,Intact,UXP,ODR Zero Min Red,RDR Min Med Green,DXP - RX - UXP,,
30/08/2019,Friday,High TRN,Low RDR,Min Med Green,Med Max Red,UXP,Intact,DXP,Broken,RX,TRN Min Med Green,RDR Med Max Red,UXP - DXP - RX,,
02/09/2019,Monday,High TRN,Low RDR,Min Med Green,Min Med Red,DXP,Broken,UXP,Broken,DXP,TRN Min Med Green,RDR Min Med Red,DXP - UXP - DXP,,
03/09/2019,Tuesday,High ODR,Low RDR,Min Med Green,Med Max Red,DX,Broken,D,Intact,DXP,ODR Min Med Green,RDR Med Max Red,DX - D - DXP,,
04/09/2019,Wednesday,Low ODR,High RDR,Zero Min Red,Max+ Green,UXP,Intact,UXP,Intact,UXP,ODR Zero Min Red,RDR Max+ Green,UXP - UXP - UXP,,
05/09/2019,Thursday,Low ODR,High RDR,Min Med Red,Max+ Green,UXP,Broken,D,Intact,UXP,ODR Min Med Red,RDR Max+ Green,UXP - D - UXP,,
06/09/2019,Friday,Low RDR,High RDR,Max+ Red,Min Med Green,DXP,Broken,DX,Broken,DXP,RDR Max+ Red,RDR Min Med Green,DXP - DX - DXP,,
09/09/2019,Monday,Low ODR,High RDR,Zero Min Red,Max+ Green,UXP,Broken,UX,Broken,UXP,ODR Zero Min Red,RDR Max+ Green,UXP - UX - UXP,,
10/09/2019,Tuesday,High RDR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,DXP,Broken,UX,RDR Min Med Green,RDR Med Max Red,UXP - DXP - UX,,
11/09/2019,Wednesday,High ODR,Low RDR,Zero Min Green,Max+ Red,DXP,Broken,DX,Broken,DXP,ODR Zero Min Green,RDR Max+ Red,DXP - DX - DXP,,
12/09/2019,Thursday,High ODR,Low TRN,Min Med Green,Max+ Red,DXP,Broken,DXP,Intact,DXP,ODR Min Med Green,TRN Max+ Red,DXP - DXP - DXP,,
13/09/2019,Friday,Low ODR,High TRN,Med Max Red,Min Med Green,RC,Broken,U,Broken,D,ODR Med Max Red,TRN Min Med Green,RC - U - D,,
16/09/2019,Monday,Low ODR,High RDR,Max+ Red,Max+ Green,UXP,Broken,DXP,Intact,UXP,ODR Max+ Red,RDR Max+ Green,UXP - DXP - UXP,,
17/09/2019,Tuesday,High ODR,Low RDR,Zero Min Green,Max+ Red,UXP,Broken,UXP,Broken,DX,ODR Zero Min Green,RDR Max+ Red,UXP - UXP - DX,,
18/09/2019,Wednesday,High ODR,Low RDR,Med Max Green,Med Max Red,DX,Broken,UX,Intact,DXP,ODR Med Max Green,RDR Med Max Red,DX - UX - DXP,,
19/09/2019,Thursday,High ODR,Low RDR,Med Max Green,Min Med Red,RC,Broken,U,Broken,UXP,ODR Med Max Green,RDR Min Med Red,RC - U - UXP,,
20/09/2019,Friday,High TRN,Low RDR,Med Max Green,Min Med Red,UXP,Broken,RX,Broken,RX,TRN Med Max Green,RDR Min Med Red,UXP - RX - RX,,
23/09/2019,Monday,High ODR,Low ODR,Zero Min Green,Min Med Red,RC,Broken,DX,Broken,DXP,ODR Zero Min Green,ODR Min Med Red,RC - DX - DXP,,
24/09/2019,Tuesday,High ODR,Low RDR,Min Med Green,Med Max Red,UXP,Intact,DXP,Broken,DX,ODR Min Med Green,RDR Med Max Red,UXP - DXP - DX,,
25/09/2019,Wednesday,High ODR,Low RDR,Min Med Green,Min Med Red,DXP,Broken,DX,Intact,DXP,ODR Min Med Green,RDR Min Med Red,DXP - DX - DXP,,
26/09/2019,Thursday,High ODR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,DXP,Broken,DXP,ODR Min Med Green,RDR Med Max Red,UXP - DXP - DXP,,
27/09/2019,Friday,Low TRN,High RDR,Med Max Red,Med Max Green,UXP,Broken,DXP,Broken,D,TRN Med Max Red,RDR Med Max Green,UXP - DXP - D,,
30/09/2019,Monday,High ODR,Low RDR,Zero Min Green,Med Max Red,RC,Intact,DXP,Intact,DXP,ODR Zero Min Green,RDR Med Max Red,RC - DXP - DXP,,
01/10/2019,Tuesday,High ODR,Low RDR,Zero Min Green,Max+ Red,DXP,Broken,UX,Broken,RX,ODR Zero Min Green,RDR Max+ Red,DXP - UX - RX,,
02/10/2019,Wednesday,High ODR,Low RDR,Med Max Green,Max+ Red,DXP,Broken,RX,Intact,DXP,ODR Med Max Green,RDR Max+ Red,DXP - RX - DXP,,
03/10/2019,Thursday,High ODR,Low RDR,Zero Min Green,Max+ Red,DXP,Broken,UXP,Broken,DXP,ODR Zero Min Green,RDR Max+ Red,DXP - UXP - DXP,,
04/10/2019,Friday,High RDR,Low RDR,Med Max Green,Min Med Red,UXP,Broken,UXP,Broken,UXP,RDR Med Max Green,RDR Min Med Red,UXP - UXP - UXP,,
07/10/2019,Monday,High RDR,Low RDR,Med Max Green,Med Max Red,DXP,Broken,UXP,Broken,UXP,RDR Med Max Green,RDR Med Max Red,DXP - UXP - UXP,,
08/10/2019,Tuesday,High ODR,Low ODR,Min Med Green,Med Max Red,DXP,Broken,RX,Intact,DXP,ODR Min Med Green,ODR Med Max Red,DXP - RX - DXP,,
09/10/2019,Wednesday,Low ODR,High RDR,Min Med Red,Med Max Green,UX,Broken,UXP,Broken,UXP,ODR Min Med Red,RDR Med Max Green,UX - UXP - UXP,,
10/10/2019,Thursday,Low ODR,High RDR,Zero Min Red,Max+ Green,DXP,Broken,UX,Intact,UXP,ODR Zero Min Red,RDR Max+ Green,DXP - UX - UXP,,
11/10/2019,Friday,Low TRN,High RDR,Min Med Red,Med Max Green,UXP,Broken,UXP,Broken,DXP,TRN Min Med Red,RDR Med Max Green,UXP - UXP - DXP,,
14/10/2019,Monday,High ODR,Low RDR,Zero Min Red,Med Max Red,UXP,Intact,DXP,Intact,DXP,ODR Zero Min Red,RDR Med Max Red,UXP - DXP - DXP,,
15/10/2019,Tuesday,Low ODR,High RDR,Med Max Red,Med Max Green,UXP,Broken,DXP,Broken,RX,ODR Med Max Red,RDR Med Max Green,UXP - DXP - RX,,
16/10/2019,Wednesday,Low ODR,High RDR,Med Max Red,Med Max Green,DXP,Broken,D,Broken,UX,ODR Med Max Red,RDR Med Max Green,DXP - D - UX,,
17/10/2019,Thursday,Low RDR,High RDR,Med Max Red,Min Med Green,DXP,Broken,UXP,Broken,RX,RDR Med Max Red,RDR Min Med Green,DXP - UXP - RX,,
18/10/2019,Friday,High ODR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,RX,Broken,UXP,ODR Min Med Green,RDR Med Max Red,UXP - RX - UXP,,
21/10/2019,Monday,High ODR,Low TRN,Zero Min Green,Med Max Red,DXP,Broken,UXP,Intact,DXP,ODR Zero Min Green,TRN Med Max Red,DXP - UXP - DXP,,
22/10/2019,Tuesday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,DXP,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,UXP - DXP - UXP,,
23/10/2019,Wednesday,Low TRN,High RDR,Min Med Red,Max+ Green,RC,Broken,RX,Broken,RX,TRN Min Med Red,RDR Max+ Green,RC - RX - RX,,
24/10/2019,Thursday,Low ODR,High RDR,Min Med Red,Med Max Green,UXP,Broken,RX,Intact,UXP,ODR Min Med Red,RDR Med Max Green,UXP - RX - UXP,,
25/10/2019,Friday,Low RDR,High RDR,Min Med Red,Med Max Green,RC,Broken,D,Broken,RX,RDR Min Med Red,RDR Med Max Green,RC - D - RX,,
28/10/2019,Monday,High RDR,Low RDR,Med Max Green,Min Med Red,UXP,Broken,DXP,Broken,RX,RDR Med Max Green,RDR Min Med Red,UXP - DXP - RX,,
29/10/2019,Tuesday,Low TRN,High RDR,Min Med Red,Med Max Green,DXP,Broken,DXP,Broken,DXP,TRN Min Med Red,RDR Med Max Green,DXP - DXP - DXP,,
30/10/2019,Wednesday,High ODR,Low RDR,Zero Min Green,Med Max Red,UXP,Broken,DXP,Broken,D,ODR Zero Min Green,RDR Med Max Red,UXP - DXP - D,,
31/10/2019,Thursday,High ODR,Low RDR,Min Med Green,Max+ Red,DXP,Broken,UXP,Intact,DXP,ODR Min Med Green,RDR Max+ Red,DXP - UXP - DXP,,
01/11/2019,Friday,Low ODR,High RDR,Min Med Red,Max+ Green,RC,Intact,UXP,Intact,UXP,ODR Min Med Red,RDR Max+ Green,RC - UXP - UXP,,
04/11/2019,Monday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,UX,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,UXP - UX - UXP,,
05/11/2019,Tuesday,Low ODR,High RDR,Min Med Red,Min Med Green,DXP,Broken,UXP,Intact,UXP,ODR Min Med Red,RDR Min Med Green,DXP - UXP - UXP,,
06/11/2019,Wednesday,High RDR,Low RDR,Med Max Green,Med Max Red,DXP,Broken,DXP,Broken,UXP,RDR Med Max Green,RDR Med Max Red,DXP - DXP - UXP,,
07/11/2019,Thursday,Low ODR,High RDR,Zero Min Red,Med Max Green,DXP,Intact,UXP,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,DXP - UXP - UXP,,
08/11/2019,Friday,Low RDR,High RDR,Min Med Red,Med Max Green,DX,Broken,DXP,Broken,DXP,RDR Min Med Red,RDR Med Max Green,DX - DXP - DXP,,
11/11/2019,Monday,Low ODR,High RDR,Min Med Red,Med Max Green,UXP,Broken,DXP,Broken,RX,ODR Min Med Red,RDR Med Max Green,UXP - DXP - RX,,
12/11/2019,Tuesday,High RDR,Low RDR,Min Med Green,Min Med Red,RC,Broken,UXP,Broken,UX,RDR Min Med Green,RDR Min Med Red,RC - UXP - UX,,
13/11/2019,Wednesday,Low ODR,High RDR,Zero Min Red,Max+ Green,DXP,Broken,D,Broken,UXP,ODR Zero Min Red,RDR Max+ Green,DXP - D - UXP,,
14/11/2019,Thursday,High ODR,Low RDR,Zero Min Red,Max+ Red,UX,Broken,UXP,Broken,UX,ODR Zero Min Red,RDR Max+ Red,UX - UXP - UX,,
15/11/2019,Friday,Low ODR,High RDR,Zero Min Red,Max+ Green,DXP,Broken,D,Broken,U,ODR Zero Min Red,RDR Max+ Green,DXP - D - U,,
18/11/2019,Monday,High ODR,Low RDR,Min Med Green,Med Max Red,UXP,Broken,RX,Intact,DXP,ODR Min Med Green,RDR Med Max Red,UXP - RX - DXP,,
19/11/2019,Tuesday,High ODR,Low RDR,Min Med Green,Max+ Red,DXP,Broken,RX,Intact,DXP,ODR Min Med Green,RDR Max+ Red,DXP - RX - DXP,,
20/11/2019,Wednesday,Low ODR,High RDR,Min Med Red,Max+ Green,DXP,Broken,DXP,Intact,UXP,ODR Min Med Red,RDR Max+ Green,DXP - DXP - UXP,,
21/11/2019,Thursday,Low ODR,High RDR,Min Med Red,Max+ Green,UXP,Broken,RX,Intact,UXP,ODR Min Med Red,RDR Max+ Green,UXP - RX - UXP,,
22/11/2019,Friday,High TRN,Low RDR,Med Max Green,Med Max Red,UXP,Broken,U,Broken,RC,TRN Med Max Green,RDR Med Max Red,UXP - U - RC,,
25/11/2019,Monday,Low TRN,High RDR,Min Med Red,Min Med Green,DXP,Broken,U,Broken,DX,TRN Min Med Red,RDR Min Med Green,DXP - U - DX,,
26/11/2019,Tuesday,Low ODR,High RDR,Zero Min Red,Min Med Green,UX,Broken,D,Broken,UXP,ODR Zero Min Red,RDR Min Med Green,UX - D - UXP,,
27/11/2019,Wednesday,High ODR,Low RDR,Zero Min Red,Max+ Red,DXP,Broken,UXP,Broken,D,ODR Zero Min Red,RDR Max+ Red,DXP - UXP - D,,
28/11/2019,Thursday,Low ODR,High RDR,Zero Min Red,Min Med Green,DXP,Broken,DXP,Broken,UXP,ODR Zero Min Red,RDR Min Med Green,DXP - DXP - UXP,,
29/11/2019,Friday,High ODR,Low RDR,Zero Min Green,Max+ Red,UX,Broken,RX,Broken,DXP,ODR Zero Min Green,RDR Max+ Red,UX - RX - DXP,,
02/12/2019,Monday,High ODR,Low RDR,Min Med Green,Med Max Red,DXP,Broken,D,Broken,U,ODR Min Med Green,RDR Med Max Red,DXP - D - U,,
03/12/2019,Tuesday,Low ODR,High RDR,Min Med Red,Med Max Green,RC,Broken,U,Broken,DXP,ODR Min Med Red,RDR Med Max Green,RC - U - DXP,,
04/12/2019,Wednesday,Low ODR,High RDR,Zero Min Red,Max+ Green,UXP,Broken,U,Intact,UXP,ODR Zero Min Red,RDR Max+ Green,UXP - U - UXP,,
05/12/2019,Thursday,Low TRN,High RDR,Zero Min Red,Med Max Green,UX,Broken,RX,Broken,UXP,TRN Zero Min Red,RDR Med Max Green,UX - RX - UXP,,
06/12/2019,Friday,Low TRN,High RDR,Min Med Red,Max+ Green,DXP,Broken,D,Broken,U,TRN Min Med Red,RDR Max+ Green,DXP - D - U,,
09/12/2019,Monday,Low TRN,High RDR,Zero Min Red,Med Max Green,RC,Broken,D,Broken,U,TRN Zero Min Red,RDR Med Max Green,RC - D - U,,
10/12/2019,Tuesday,Low ODR,High RDR,Min Med Red,Min Med Green,RC,Broken,RX,Broken,U,ODR Min Med Red,RDR Min Med Green,RC - RX - U,,
11/12/2019,Wednesday,High RDR,Low RDR,Zero Min Green,Med Max Red,RC,Broken,DX,Broken,UXP,RDR Zero Min Green,RDR Med Max Red,RC - DX - UXP,,
12/12/2019,Thursday,Low ODR,High RDR,Zero Min Red,Min Med Green,DXP,Broken,RX,Broken,UXP,ODR Zero Min Red,RDR Min Med Green,DXP - RX - UXP,,
13/12/2019,Friday,Low RDR,High RDR,Min Med Red,Min Med Green,RC,Broken,UX,Broken,RX,RDR Min Med Red,RDR Min Med Green,RC - UX - RX,,
16/12/2019,Monday,Low ODR,High RDR,Zero Min Red,Min Med Green,RC,Intact,UXP,Broken,UX,ODR Zero Min Red,RDR Min Med Green,RC - UXP - UX,,
17/12/2019,Tuesday,Low ODR,High RDR,Zero Min Red,Med Max Green,RC,Broken,RX,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,RC - RX - UXP,,
18/12/2019,Wednesday,Low ODR,High RDR,Zero Min Red,Min Med Green,DX,Broken,DX,Broken,D,ODR Zero Min Red,RDR Min Med Green,DX - DX - D,,
19/12/2019,Thursday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,DX,Broken,UX,ODR Zero Min Red,RDR Med Max Green,UXP - DX - UX,,
20/12/2019,Friday,High TRN,Low RDR,Zero Min Red,Med Max Red,UXP,Broken,RX,Broken,DXP,TRN Zero Min Red,RDR Med Max Red,UXP - RX - DXP,,
23/12/2019,Monday,Low ODR,High RDR,Zero Min Red,Min Med Green,DX,Broken,DXP,Broken,UX,ODR Zero Min Red,RDR Min Med Green,DX - DXP - UX,,
24/12/2019,Tuesday,Low ODR,High RDR,Zero Min Red,Min Med Green,UXP,Broken,D,Intact,UXP,ODR Zero Min Red,RDR Min Med Green,UXP - D - UXP,,
25/12/2019,Wednesday,,,,,,,,,, , ,,,
26/12/2019,Thursday,Low ODR,High RDR,Zero Min Red,Min Med Green,UXP,Broken,U,Broken,UXP,ODR Zero Min Red,RDR Min Med Green,UXP - U - UXP,,
27/12/2019,Friday,High TRN,Low RDR,Zero Min Green,Min Med Red,UXP,Broken,UXP,Broken,DXP,TRN Zero Min Green,RDR Min Med Red,UXP - UXP - DXP,,
30/12/2019,Monday,High TRN,Low RDR,Min Med Green,Med Max Red,UXP,Broken,U,Broken,UX,TRN Min Med Green,RDR Med Max Red,UXP - U - UX,,
31/12/2019,Tuesday,Low RDR,High RDR,Min Med Red,Min Med Green,DXP,Broken,DXP,Broken,DXP,RDR Min Med Red,RDR Min Med Green,DXP - DXP - DXP,,
04/01/2021,Monday,High ODR,Low RDR,Max+ Green,Max+ Red,UXP,Broken,UXP,Intact,DXP,ODR Max+ Green,RDR Max+ Red,UXP - UXP - DXP,,
05/01/2021,Tuesday,Low ODR,High RDR,Min Med Red,Max+ Green,DXP,Broken,RC,Intact,UXP,ODR Min Med Red,RDR Max+ Green,DXP - RC - UXP,,
06/01/2021,Wednesday,High RDR,Low RDR,Max+ Green,Min Med Red,UXP,Broken,RX,Broken,RC,RDR Max+ Green,RDR Min Med Red,UXP - RX - RC,,
07/01/2021,Thursday,High ODR,Low TRN,Min Med Green,Zero Min Red,UXP,Broken,UXP,Broken,DXP,ODR Min Med Green,TRN Zero Min Red,UXP - UXP - DXP,,
08/01/2021,Friday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,U,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,UXP - U - UXP,,
11/01/2021,Monday,Low RDR,High RDR,Min Med Red,Min Med Green,UXP,Broken,DXP,Broken,D,RDR Min Med Red,RDR Min Med Green,UXP - DXP - D,,
12/01/2021,Tuesday,Low RDR,High RDR,Zero Min Red,Min Med Green,UXP,Intact,UXP,Broken,U,RDR Zero Min Red,RDR Min Med Green,UXP - UXP - U,,
13/01/2021,Wednesday,High ODR,Low RDR,Min Med Green,Min Med Red,UXP,Broken,D,Broken,DXP,ODR Min Med Green,RDR Min Med Red,UXP - D - DXP,,
14/01/2021,Thursday,Low TRN,High RDR,Med Max Red,Med Max Green,RC,Broken,UXP,Broken,DXP,TRN Med Max Red,RDR Med Max Green,RC - UXP - DXP,,
15/01/2021,Friday,High ODR,Low RDR,Zero Min Green,Med Max Red,UXP,Intact,DXP,Broken,DX,ODR Zero Min Green,RDR Med Max Red,UXP - DXP - DX,,
18/01/2021,Monday,Low ODR,High ODR,Zero Min Red,Zero Min Green,DX,Broken,RC,Broken,UXP,ODR Zero Min Red,ODR Zero Min Green,DX - RC - UXP,,
19/01/2021,Tuesday,Low TRN,High RDR,Min Med Red,Med Max Green,RC,Broken,UXP,Broken,U,TRN Min Med Red,RDR Med Max Green,RC - UXP - U,,
20/01/2021,Wednesday,High TRN,Low RDR,Zero Min Green,Med Max Red,UXP,Broken,UXP,Broken,RC,TRN Zero Min Green,RDR Med Max Red,UXP - UXP - RC,,
21/01/2021,Thursday,Low ODR,High RDR,Zero Min Red,Med Max Green,DXP,Broken,D,Broken,RX,ODR Zero Min Red,RDR Med Max Green,DXP - D - RX,,
22/01/2021,Friday,Low ODR,High RDR,Med Max Red,Min Med Green,DX,Intact,DXP,Broken,RX,ODR Med Max Red,RDR Min Med Green,DX - DXP - RX,,
25/01/2021,Monday,Low RDR,High RDR,Med Max Red,Min Med Green,RC,Broken,UXP,Broken,DXP,RDR Med Max Red,RDR Min Med Green,RC - UXP - DXP,,
26/01/2021,Tuesday,Low ODR,High ODR,Min Med Red,Min Med Green,UXP,Broken,D,Broken,U,ODR Min Med Red,ODR Min Med Green,UXP - D - U,,
27/01/2021,Wednesday,Low RDR,High RDR,Med Max Red,Min Med Green,RC,Broken,UXP,Broken,DXP,RDR Med Max Red,RDR Min Med Green,RC - UXP - DXP,,
28/01/2021,Thursday,High TRN,Low RDR,Med Max Green,Zero Min Red,UX,Broken,D,Broken,UXP,TRN Med Max Green,RDR Zero Min Red,UX - D - UXP,,
29/01/2021,Friday,High TRN,Low RDR,Min Med Red,Med Max Green,DXP,Broken,RX,Broken,UXP,TRN Min Med Red,RDR Med Max Green,DXP - RX - UXP,,
01/02/2021,Monday,Low RDR,High RDR,Zero Min Red,Med Max Green,DXP,Intact,UXP,Broken,RX,RDR Zero Min Red,RDR Med Max Green,DXP - UXP - RX,,
02/02/2021,Tuesday,Low ODR,High TRN,Zero Min Red,Med Max Green,UXP,Intact,UXP,Intact,UXP,ODR Zero Min Red,TRN Med Max Green,UXP - UXP - UXP,,
03/02/2021,Wednesday,Low ODR,High RDR,Min Med Red,Med Max Green,RC,Broken,UX,Intact,UXP,ODR Min Med Red,RDR Med Max Green,RC - UX - UXP,,
04/02/2021,Thursday,Low RDR,High RDR,Min Med Red,Med Max Green,RC,Broken,UXP,Broken,DXP,RDR Min Med Red,RDR Med Max Green,RC - UXP - DXP,,
05/02/2021,Friday,High RDR,Low RDR,Min Med Green,Min Med Red,UXP,Broken,UX,Broken,U,RDR Min Med Green,RDR Min Med Red,UXP - UX - U,,
08/02/2021,Monday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Broken,UXP,Broken,RX,ODR Zero Min Red,RDR Med Max Green,UXP - UXP - RX,,
09/02/2021,Tuesday,Low RDR,High RDR,Min Med Red,Zero Min Green,UXP,Broken,UX,Broken,DXP,RDR Min Med Red,RDR Zero Min Green,UXP - UX - DXP,,
10/02/2021,Wednesday,Low RDR,High RDR,Zero Min Red,Min Med Green,UXP,Broken,DX,Broken,RX,RDR Zero Min Red,RDR Min Med Green,UXP - DX - RX,,
11/02/2021,Thursday,High RDR,Low RDR,Med Max Green,Zero Min Red,RC,Broken,UX,Broken,UXP,RDR Med Max Green,RDR Zero Min Red,RC - UX - UXP,,
12/02/2021,Friday,Low ODR,High RDR,Min Med Red,Max+ Green,DXP,Broken,DX,Intact,UXP,ODR Min Med Red,RDR Max+ Green,DXP - DX - UXP,,
15/02/2021,Monday,High ODR,Low RDR,Zero Min Green,Min Med Red,UXP,Broken,U,Broken,DXP,ODR Zero Min Green,RDR Min Med Red,UXP - U - DXP,,
16/02/2021,Tuesday,Low TRN,High RDR,Zero Min Red,Min Med Green,DX,Broken,DX,Broken,D,TRN Zero Min Red,RDR Min Med Green,DX - DX - D,,
17/02/2021,Wednesday,Low TRN,High RDR,Med Max Red,Med Max Green,D,Broken,UXP,Broken,DXP,TRN Med Max Red,RDR Med Max Green,D - UXP - DXP,,
18/02/2021,Thursday,High ODR,Low RDR,Zero Min Green,Med Max Red,UXP,Intact,DXP,Intact,DX,ODR Zero Min Green,RDR Med Max Red,UXP - DXP - DX,,
19/02/2021,Friday,High RDR,Low RDR,Min Med Green,Med Max Red,DXP,Broken,DX,Broken,UXP,RDR Min Med Green,RDR Med Max Red,DXP - DX - UXP,,
22/02/2021,Monday,Low ODR,High RDR,Zero Min Red,Max+ Green,DXP,Broken,DX,Intact,UXP,ODR Zero Min Red,RDR Max+ Green,DXP - DX - UXP,,
23/02/2021,Tuesday,High ODR,Low RDR,Med Max Green,Med Max Red,UXP,Broken,UXP,Intact,DXP,ODR Med Max Green,RDR Med Max Red,UXP - UXP - DXP,,
24/02/2021,Wednesday,Low ODR,High RDR,Min Med Red,Med Max Green,RC,Intact,UXP,Intact,UXP,ODR Min Med Red,RDR Med Max Green,RC - UXP - UXP,,
25/02/2021,Thursday,Low TRN,High RDR,Med Max Red,Min Med Green,UXP,Broken,UXP,Broken,DXP,TRN Med Max Red,RDR Min Med Green,UXP - UXP - DXP,,
26/02/2021,Friday,High ODR,Low RDR,Zero Min Green,Med Max Red,UX,Broken,DX,Broken,DX,ODR Zero Min Green,RDR Med Max Red,UX - DX - DX,,
01/03/2021,Monday,High ODR,Low RDR,Zero Min Green,Max+ Red,UX,Broken,DX,Intact,DXP,ODR Zero Min Green,RDR Max+ Red,UX - DX - DXP,,
02/03/2021,Tuesday,High TRN,Low RDR,Med Max Green,Min Med Red,DXP,Broken,DX,Broken,UXP,TRN Med Max Green,RDR Min Med Red,DXP - DX - UXP,,
03/03/2021,Wednesday,Low ODR,High RDR,Min Med Red,Max+ Green,DXP,Intact,UXP,Intact,UXP,ODR Min Med Red,RDR Max+ Green,DXP - UXP - UXP,,
04/03/2021,Thursday,Low ODR,High RDR,Med Max Red,Max+ Green,UXP,Broken,UXP,Broken,UXP,ODR Med Max Red,RDR Max+ Green,UXP - UXP - UXP,,
05/03/2021,Friday,Low ODR,High RDR,Zero Min Red,Med Max Green,UXP,Intact,UXP,Intact,UXP,ODR Zero Min Red,RDR Med Max Green,UXP - UXP - UXP,,
08/03/2021,Monday,High ODR,Low RDR,Zero Min Green,Med Max Red,UXP,Intact,DXP,Intact,DXP,ODR Zero Min Green,RDR Med Max Red,UXP - DXP - DXP,,
09/03/2021,Tuesday,High ODR,Low RDR,Min Med Green,Max+ Red,DX,Broken,RX,Broken,DX,ODR Min Med Green,RDR Max+ Red,DX - RX - DX,,
10/03/2021,Wednesday,High RDR,Low RDR,Min Med Green,Med Max Red,DX,Broken,DX,Broken,UX,RDR Min Med Green,RDR Med Max Red,DX - DX - UX,,
11/03/2021,Thursday,Low RDR,High RDR,Min Med Red,Med Max Green,UX,Broken,U,Broken,RX,RDR Min Med Red,RDR Med Max Green,UX - U - RX,,
12/03/2021,Friday,High ODR,Low RDR,Zero Min Green,Min Med Red,UXP,Broken,D,Broken,U,ODR Zero Min Green,RDR Min Med Red,UXP - D - U,,
